speed_kmh,vehicle_mileage_kmpl,acceleration_mps2,braking_mps2,distance_km,traffic_level_heavy,traffic_level_low,traffic_level_moderate,ac_usage_high,ac_usage_low,ac_usage_moderate,vehicle_load_heavy,vehicle_load_light,vehicle_load_normal,road_type_city,road_type_highway,road_type_mixed
46.87,17.77,1.66,1.81,191.92,0,1,0,0,0,1,1,0,0,0,0,1
47.47,15.03,0.22,2.03,96.57,0,0,1,0,1,0,0,1,0,1,0,0
28.49,21.75,0.38,0.53,246.89,0,1,0,1,0,0,1,0,0,0,1,0
90.2,14.57,0.73,1.71,199.09,0,1,0,1,0,0,1,0,0,1,0,0
21.81,18.84,1.93,1.55,116.28,0,1,0,0,0,1,1,0,0,1,0,0
59.89,15.26,2.89,0.82,69.0,0,1,0,1,0,0,0,1,0,0,0,1
47.82,16.49,3.48,3.04,52.1,0,0,1,0,0,1,0,0,1,0,1,0
34.83,12.49,2.61,0.15,256.88,1,0,0,1,0,0,1,0,0,1,0,0
34.08,14.4,1.0,0.85,156.12,0,1,0,0,0,1,0,1,0,1,0,0
76.36,21.48,2.25,0.75,296.46,0,0,1,1,0,0,0,0,1,0,1,0
35.47,17.47,2.27,3.16,159.28,0,0,1,1,0,0,0,1,0,0,0,1
28.34,14.57,2.01,2.91,153.99,0,0,1,0,0,1,1,0,0,1,0,0
84.44,19.71,3.67,1.59,177.92,0,1,0,1,0,0,0,1,0,1,0,0
37.76,16.79,1.59,1.28,221.79,1,0,0,0,0,1,1,0,0,0,1,0
47.65,15.36,1.3,1.11,198.56,1,0,0,0,0,1,0,1,0,0,1,0
100.96,14.13,1.81,1.65,199.05,0,0,1,0,1,0,0,1,0,0,0,1
78.49,21.31,0.73,3.58,291.24,1,0,0,1,0,0,0,0,1,1,0,0
95.27,16.0,3.86,1.72,8.11,0,0,1,0,1,0,1,0,0,0,0,1
45.79,16.36,2.74,3.9,246.39,0,0,1,1,0,0,1,0,0,0,0,1
78.23,12.03,3.07,3.43,20.86,0,0,1,1,0,0,0,1,0,1,0,0
84.17,21.67,1.96,0.67,239.52,0,1,0,0,1,0,1,0,0,0,0,1
65.68,21.13,1.73,1.08,112.73,0,1,0,1,0,0,1,0,0,0,0,1
79.95,12.34,2.06,0.93,55.0,0,1,0,0,0,1,0,1,0,0,0,1
23.13,16.54,3.06,0.54,60.01,0,1,0,0,0,1,0,0,1,0,1,0
26.68,20.81,2.96,3.93,284.86,0,0,1,0,0,1,0,0,1,0,1,0
31.85,12.17,3.04,3.65,129.08,0,1,0,0,0,1,1,0,0,0,0,1
33.22,19.21,0.22,0.76,295.71,0,0,1,0,0,1,0,1,0,0,0,1
55.01,19.15,1.17,3.82,81.57,0,0,1,0,1,0,1,0,0,0,0,1
51.83,15.56,3.07,3.11,133.57,0,1,0,1,0,0,0,0,1,1,0,0
60.04,13.02,2.37,3.9,191.91,0,1,0,0,0,1,1,0,0,1,0,0
53.18,18.09,0.86,2.54,199.67,0,0,1,0,1,0,0,0,1,1,0,0
42.59,21.9,2.74,3.39,197.85,1,0,0,0,1,0,0,1,0,1,0,0
59.29,21.3,1.83,3.13,216.45,0,1,0,0,0,1,0,1,0,0,0,1
54.83,16.24,1.28,2.38,12.14,0,0,1,0,1,0,0,0,1,0,0,1
93.28,14.41,3.52,1.45,108.84,1,0,0,0,1,0,0,0,1,0,0,1
119.13,16.85,1.69,3.62,64.59,0,0,1,0,1,0,0,1,0,1,0,0
96.32,17.86,2.6,2.57,96.5,0,0,1,1,0,0,0,1,0,0,1,0
77.27,18.61,3.12,0.88,70.29,0,0,1,0,1,0,0,1,0,0,1,0
63.21,18.18,1.54,2.64,211.06,0,1,0,0,0,1,1,0,0,0,1,0
88.33,17.78,0.8,0.54,168.51,0,0,1,0,0,1,0,1,0,1,0,0
48.69,14.24,2.92,3.85,119.59,0,0,1,0,1,0,0,0,1,0,0,1
93.32,14.53,2.0,0.67,139.29,0,0,1,0,1,0,0,1,0,0,1,0
103.17,20.79,1.23,0.23,264.01,0,1,0,0,1,0,1,0,0,1,0,0
63.02,12.71,1.26,0.06,287.31,0,0,1,1,0,0,1,0,0,0,1,0
21.77,17.41,3.06,3.96,264.64,0,1,0,0,0,1,0,0,1,1,0,0
25.91,21.82,1.49,0.67,289.26,1,0,0,0,1,0,0,1,0,1,0,0
113.91,16.51,3.67,0.83,112.4,1,0,0,0,0,1,0,1,0,0,1,0
89.79,20.88,1.62,2.47,273.71,1,0,0,0,1,0,1,0,0,1,0,0
70.25,13.25,2.3,3.16,70.49,1,0,0,0,0,1,1,0,0,0,0,1
52.29,16.69,2.21,2.82,138.1,1,0,0,0,0,1,0,1,0,0,1,0
61.43,17.63,2.2,3.34,280.4,0,1,0,0,1,0,0,1,0,1,0,0
31.28,19.88,2.66,2.34,7.61,0,1,0,0,0,1,0,1,0,1,0,0
80.31,15.27,2.98,3.9,181.85,0,1,0,0,1,0,0,0,1,0,1,0
108.01,20.67,3.51,1.06,198.16,1,0,0,1,0,0,0,0,1,0,1,0
48.07,19.25,2.62,3.59,292.68,1,0,0,0,0,1,0,0,1,0,0,1
43.67,19.92,1.98,1.44,173.82,0,0,1,1,0,0,0,1,0,0,0,1
93.8,14.13,2.28,0.87,94.92,1,0,0,1,0,0,0,1,0,1,0,0
75.6,12.94,0.18,0.2,297.76,0,0,1,0,1,0,0,0,1,0,0,1
43.03,16.84,3.15,0.92,249.21,0,1,0,1,0,0,0,1,0,1,0,0
63.32,20.42,2.88,2.87,78.98,0,0,1,1,0,0,0,1,0,1,0,0
100.54,13.19,3.16,2.15,190.59,0,1,0,0,1,0,0,0,1,0,0,1
83.98,17.19,0.59,1.64,69.98,0,1,0,0,0,1,0,0,1,0,1,0
84.1,12.93,2.37,2.32,55.5,1,0,0,1,0,0,1,0,0,1,0,0
110.36,18.13,2.14,0.04,138.94,0,0,1,1,0,0,1,0,0,1,0,0
104.36,14.91,2.71,3.67,211.5,1,0,0,1,0,0,0,1,0,0,1,0
40.57,12.44,0.74,1.72,20.42,0,0,1,0,1,0,1,0,0,1,0,0
75.66,18.38,1.63,2.32,28.47,1,0,0,1,0,0,0,0,1,0,1,0
108.79,16.21,1.9,2.3,87.96,0,1,0,1,0,0,0,1,0,0,0,1
68.49,16.28,3.48,0.02,263.12,0,1,0,0,1,0,0,1,0,0,0,1
84.22,12.85,1.66,1.82,237.73,1,0,0,0,0,1,1,0,0,0,1,0
56.09,20.18,0.22,2.5,172.22,0,0,1,0,1,0,1,0,0,0,1,0
36.91,16.18,3.41,0.77,87.67,1,0,0,0,1,0,0,0,1,1,0,0
104.43,21.82,0.41,3.64,147.39,1,0,0,1,0,0,0,0,1,0,1,0
44.77,19.61,0.61,2.04,78.59,0,1,0,0,0,1,1,0,0,0,1,0
88.19,15.37,1.37,1.26,75.68,0,0,1,1,0,0,0,0,1,1,0,0
94.9,20.94,2.76,1.14,119.04,0,1,0,1,0,0,0,1,0,0,1,0
20.21,13.76,0.25,2.09,141.09,0,0,1,0,1,0,0,1,0,0,1,0
38.11,16.59,0.2,2.25,103.04,0,0,1,1,0,0,1,0,0,1,0,0
106.48,15.88,0.46,1.24,17.99,1,0,0,0,1,0,0,0,1,1,0,0
91.48,14.55,0.78,1.55,298.33,0,1,0,0,0,1,1,0,0,0,0,1
62.81,15.81,3.97,1.65,21.65,0,1,0,0,1,0,0,1,0,0,0,1
73.19,18.58,3.85,1.1,65.71,1,0,0,1,0,0,0,0,1,0,1,0
21.17,12.37,2.35,0.48,87.72,1,0,0,0,0,1,0,1,0,0,1,0
87.71,20.49,3.83,3.9,121.35,0,0,1,0,0,1,1,0,0,0,0,1
29.97,19.04,0.86,1.08,299.36,0,1,0,1,0,0,1,0,0,0,1,0
68.66,18.78,2.67,0.18,121.6,1,0,0,0,1,0,0,1,0,0,1,0
101.24,21.4,3.14,3.62,197.11,0,0,1,0,1,0,0,0,1,0,0,1
29.74,21.56,2.13,1.42,254.05,1,0,0,1,0,0,0,0,1,1,0,0
33.72,14.8,0.8,3.54,160.12,1,0,0,1,0,0,0,1,0,1,0,0
118.49,14.24,0.84,0.09,153.87,0,1,0,0,0,1,1,0,0,0,0,1
61.76,16.01,0.55,2.41,69.28,1,0,0,0,0,1,1,0,0,0,0,1
77.72,21.51,0.41,1.84,36.62,0,1,0,0,1,0,0,1,0,1,0,0
42.81,21.95,2.43,1.3,200.45,0,0,1,1,0,0,0,1,0,0,0,1
95.27,14.05,1.69,1.81,175.0,0,1,0,1,0,0,0,1,0,0,0,1
112.05,21.24,3.41,1.9,210.95,0,1,0,0,0,1,1,0,0,0,1,0
102.25,15.92,3.9,2.42,27.78,1,0,0,0,0,1,0,0,1,1,0,0
66.81,13.42,3.11,1.93,170.07,0,1,0,1,0,0,0,0,1,0,0,1
25.76,12.19,1.06,1.66,34.55,0,0,1,1,0,0,1,0,0,0,1,0
29.21,20.35,2.75,3.99,294.64,0,0,1,0,0,1,0,0,1,0,0,1
46.39,16.12,1.7,2.64,231.65,0,1,0,1,0,0,0,0,1,0,1,0
115.34,17.72,0.56,3.83,259.58,0,0,1,0,0,1,0,1,0,0,0,1
110.94,15.51,3.55,3.49,28.05,0,0,1,0,0,1,1,0,0,0,0,1
43.62,16.09,2.18,3.62,201.7,0,1,0,0,1,0,1,0,0,0,0,1
60.27,14.94,2.38,2.12,150.62,0,0,1,0,1,0,1,0,0,0,1,0
73.14,20.78,3.01,0.37,199.52,1,0,0,1,0,0,0,1,0,0,0,1
42.78,17.94,3.71,1.3,75.63,0,1,0,0,0,1,0,0,1,0,1,0
61.34,15.74,2.21,0.99,9.02,0,1,0,1,0,0,0,1,0,0,0,1
99.3,21.59,2.06,0.57,144.87,0,0,1,1,0,0,0,1,0,0,1,0
114.24,14.6,1.48,1.91,156.04,0,0,1,1,0,0,0,0,1,0,1,0
79.07,19.91,2.94,3.88,94.24,1,0,0,0,0,1,0,0,1,0,1,0
24.01,17.5,2.36,0.84,176.91,0,1,0,0,0,1,1,0,0,0,1,0
72.76,13.22,2.31,2.65,293.02,0,0,1,1,0,0,0,0,1,0,1,0
88.64,19.23,2.26,1.73,232.98,1,0,0,0,0,1,0,1,0,0,0,1
119.15,21.35,0.69,0.95,98.81,1,0,0,1,0,0,0,0,1,0,0,1
30.73,17.68,3.93,1.14,296.78,1,0,0,1,0,0,0,0,1,0,1,0
89.99,18.43,0.38,2.43,208.26,0,1,0,0,0,1,0,0,1,0,0,1
62.56,17.68,2.35,2.06,50.73,1,0,0,1,0,0,0,1,0,1,0,0
49.83,20.82,3.75,0.62,67.59,1,0,0,0,0,1,0,1,0,0,1,0
50.97,19.45,1.38,0.22,180.36,1,0,0,0,0,1,0,0,1,1,0,0
34.23,15.96,3.6,3.61,79.61,0,0,1,0,0,1,1,0,0,1,0,0
36.82,20.56,3.99,0.8,219.42,1,0,0,1,0,0,0,1,0,0,1,0
41.56,18.61,1.8,0.69,251.82,0,0,1,0,0,1,0,0,1,1,0,0
48.04,15.32,3.37,0.07,61.41,0,0,1,0,1,0,0,1,0,0,1,0
59.48,17.19,1.05,2.0,129.91,0,0,1,1,0,0,0,0,1,0,0,1
70.21,20.97,3.47,2.8,196.43,0,0,1,0,0,1,0,0,1,1,0,0
100.15,17.67,0.81,0.47,148.62,1,0,0,0,1,0,0,0,1,1,0,0
98.43,15.43,2.08,1.39,33.8,1,0,0,1,0,0,0,0,1,1,0,0
43.51,13.52,2.74,0.81,139.74,1,0,0,1,0,0,1,0,0,0,0,1
24.39,19.66,0.12,0.79,56.37,0,0,1,1,0,0,0,1,0,1,0,0
110.34,18.94,0.18,3.18,91.54,0,0,1,0,0,1,0,1,0,0,1,0
92.05,15.15,2.2,2.52,195.67,0,0,1,0,1,0,0,0,1,0,0,1
75.63,14.21,2.16,2.22,263.11,0,1,0,0,0,1,0,0,1,1,0,0
106.58,19.81,1.33,0.5,113.57,0,0,1,1,0,0,0,0,1,1,0,0
41.9,20.02,0.76,1.0,227.9,1,0,0,1,0,0,0,1,0,0,0,1
64.45,12.84,0.09,3.35,153.58,1,0,0,0,0,1,1,0,0,0,0,1
103.05,16.97,1.65,3.89,175.14,0,1,0,1,0,0,0,1,0,1,0,0
87.99,15.13,1.59,2.81,37.4,0,0,1,1,0,0,0,1,0,0,0,1
60.96,21.19,1.06,3.9,289.18,0,1,0,0,1,0,1,0,0,0,0,1
114.66,16.3,1.61,2.13,195.94,0,0,1,0,1,0,1,0,0,0,0,1
21.55,20.6,3.06,1.5,47.37,1,0,0,0,1,0,0,1,0,0,1,0
110.65,15.91,0.11,2.58,174.81,1,0,0,0,0,1,0,1,0,1,0,0
119.68,21.51,1.85,2.03,119.43,1,0,0,1,0,0,0,1,0,0,1,0
114.34,15.22,2.43,1.0,176.69,1,0,0,0,0,1,0,0,1,1,0,0
97.49,13.82,1.07,0.37,64.93,0,0,1,0,0,1,1,0,0,0,1,0
42.87,21.11,0.0,1.88,76.15,0,1,0,0,1,0,0,0,1,1,0,0
58.37,13.89,0.37,0.25,218.73,1,0,0,0,0,1,0,0,1,0,0,1
33.06,17.47,3.41,3.15,268.78,0,1,0,0,1,0,0,1,0,0,0,1
96.23,13.36,2.82,2.23,16.98,0,0,1,0,0,1,0,1,0,1,0,0
119.66,15.44,2.2,1.41,138.85,0,0,1,0,0,1,0,1,0,0,1,0
77.31,17.93,3.46,1.65,43.79,0,0,1,0,0,1,0,0,1,0,1,0
74.77,19.54,3.79,0.6,104.2,1,0,0,0,0,1,0,0,1,0,0,1
90.52,20.89,1.02,2.25,209.73,0,0,1,0,0,1,0,1,0,0,0,1
94.74,21.45,0.86,1.22,87.97,1,0,0,1,0,0,0,0,1,1,0,0
95.75,19.7,3.84,1.84,140.91,1,0,0,0,1,0,0,0,1,0,1,0
27.81,13.77,1.98,1.19,47.53,0,0,1,0,1,0,0,0,1,0,0,1
90.98,14.27,1.34,0.47,220.9,0,0,1,1,0,0,0,0,1,0,0,1
24.36,20.51,2.3,3.41,71.21,0,1,0,0,1,0,1,0,0,0,1,0
41.64,15.1,0.72,1.34,152.38,1,0,0,0,0,1,1,0,0,1,0,0
54.59,13.04,1.04,1.67,9.65,0,1,0,1,0,0,0,1,0,1,0,0
56.96,20.64,3.88,0.25,136.89,0,0,1,0,1,0,0,1,0,1,0,0
46.75,17.27,2.79,2.01,20.93,0,0,1,1,0,0,1,0,0,1,0,0
75.35,17.37,2.24,1.37,241.1,0,1,0,0,1,0,1,0,0,0,1,0
102.73,21.4,2.18,3.89,245.85,1,0,0,0,0,1,0,0,1,0,0,1
77.1,20.94,0.52,2.77,38.97,0,0,1,0,1,0,0,0,1,1,0,0
68.27,12.59,2.46,0.4,192.12,0,1,0,0,1,0,0,0,1,0,0,1
32.37,12.88,2.68,2.45,233.36,1,0,0,1,0,0,0,1,0,0,0,1
84.14,18.64,0.59,3.31,268.16,1,0,0,0,1,0,0,1,0,0,0,1
101.34,21.46,1.06,2.99,117.71,0,0,1,0,1,0,1,0,0,0,1,0
102.39,19.64,1.35,3.67,129.1,0,1,0,0,0,1,0,0,1,0,0,1
112.62,16.62,3.0,2.12,275.19,0,0,1,0,0,1,0,1,0,1,0,0
91.14,15.12,2.8,0.91,195.53,1,0,0,1,0,0,0,0,1,1,0,0
30.04,15.32,3.38,0.4,273.58,0,1,0,1,0,0,0,1,0,1,0,0
43.18,13.09,1.23,1.22,231.09,0,0,1,0,1,0,1,0,0,1,0,0
38.68,15.91,0.24,0.28,230.09,1,0,0,1,0,0,0,1,0,1,0,0
41.41,13.07,1.1,1.63,259.56,0,1,0,0,0,1,1,0,0,1,0,0
108.58,16.19,2.8,3.49,217.86,0,0,1,0,0,1,0,1,0,1,0,0
39.83,14.68,1.19,2.97,72.45,0,0,1,1,0,0,1,0,0,1,0,0
105.56,16.25,0.47,0.61,58.41,0,0,1,0,0,1,0,0,1,0,0,1
76.24,18.16,1.36,1.01,6.2,0,1,0,0,1,0,1,0,0,1,0,0
54.32,17.98,1.5,1.22,187.68,0,0,1,1,0,0,1,0,0,0,0,1
62.81,15.68,2.88,0.29,172.04,1,0,0,0,0,1,0,0,1,1,0,0
81.77,21.5,2.96,3.72,48.52,0,1,0,1,0,0,0,0,1,0,0,1
101.1,16.51,3.35,3.93,29.88,1,0,0,0,1,0,0,1,0,0,1,0
30.45,16.39,1.57,2.24,224.2,1,0,0,0,1,0,0,1,0,0,0,1
29.61,18.52,2.92,0.36,95.71,0,1,0,1,0,0,0,1,0,0,0,1
93.54,14.51,3.54,1.37,131.87,1,0,0,1,0,0,1,0,0,1,0,0
95.25,19.09,3.03,1.37,208.31,0,0,1,0,0,1,1,0,0,1,0,0
61.45,21.14,2.22,2.84,227.8,0,1,0,0,1,0,0,1,0,1,0,0
23.26,16.55,0.63,2.24,276.9,0,1,0,1,0,0,0,0,1,0,1,0
43.74,15.43,3.45,3.65,222.31,1,0,0,0,1,0,0,0,1,0,1,0
97.17,17.24,2.39,0.93,134.29,0,1,0,1,0,0,1,0,0,0,0,1
70.73,12.51,0.39,2.59,254.39,1,0,0,0,0,1,1,0,0,1,0,0
118.5,21.24,1.55,1.13,250.37,0,1,0,0,1,0,0,1,0,0,1,0
34.4,18.35,3.05,0.79,186.98,0,0,1,0,0,1,0,1,0,0,1,0
113.07,13.39,3.44,2.35,270.29,0,1,0,0,1,0,0,0,1,0,0,1
60.74,13.32,0.99,2.81,174.98,0,1,0,0,0,1,0,1,0,0,1,0
41.79,13.63,2.01,3.33,239.56,1,0,0,1,0,0,1,0,0,0,0,1
109.44,19.2,1.37,3.92,17.92,0,0,1,0,0,1,1,0,0,0,0,1
84.01,18.14,3.4,1.18,93.88,0,0,1,0,1,0,0,0,1,0,1,0
60.88,17.88,0.16,3.69,118.52,1,0,0,0,1,0,0,1,0,1,0,0
38.04,15.49,2.07,3.6,151.81,1,0,0,0,1,0,1,0,0,1,0,0
50.77,16.7,3.17,3.45,156.33,1,0,0,1,0,0,0,1,0,0,1,0
85.4,12.15,0.05,0.85,69.93,1,0,0,0,0,1,1,0,0,0,0,1
46.44,14.32,0.94,2.67,157.78,0,0,1,0,0,1,0,0,1,1,0,0
107.38,16.96,2.09,1.56,159.39,0,1,0,0,1,0,1,0,0,0,1,0
68.07,19.55,3.98,3.01,146.94,1,0,0,0,1,0,0,1,0,0,1,0
101.03,16.58,3.65,2.78,135.21,0,0,1,0,1,0,0,1,0,0,0,1
57.33,15.87,2.99,1.43,24.93,0,1,0,1,0,0,1,0,0,0,0,1
116.94,15.0,0.81,2.54,292.36,0,1,0,1,0,0,0,1,0,1,0,0
116.61,21.17,2.88,2.52,54.24,0,1,0,0,0,1,0,0,1,0,0,1
116.25,16.62,0.03,0.13,204.68,1,0,0,0,0,1,0,0,1,0,1,0
94.8,17.42,0.23,2.34,153.34,1,0,0,0,1,0,0,1,0,0,0,1
24.57,13.25,0.48,0.28,253.44,0,0,1,0,0,1,0,0,1,1,0,0
30.69,16.06,0.64,3.76,269.03,0,1,0,0,1,0,0,0,1,0,1,0
115.81,18.58,3.01,3.47,59.27,0,1,0,0,0,1,0,0,1,0,1,0
66.25,20.96,3.26,3.71,21.53,1,0,0,0,0,1,1,0,0,0,0,1
63.66,21.67,2.26,3.96,84.9,0,0,1,1,0,0,1,0,0,0,0,1
72.5,15.8,2.8,3.92,70.42,0,0,1,0,0,1,0,1,0,0,0,1
111.01,21.37,3.02,1.34,249.31,0,0,1,1,0,0,0,1,0,0,1,0
55.51,16.6,3.99,3.09,234.69,1,0,0,0,1,0,0,1,0,0,1,0
60.51,18.53,1.52,0.22,114.59,0,0,1,0,1,0,0,0,1,0,1,0
46.4,18.34,1.95,3.62,254.6,0,1,0,1,0,0,0,0,1,1,0,0
37.25,15.26,2.31,2.27,186.37,1,0,0,0,0,1,0,1,0,0,1,0
56.85,20.49,1.52,3.44,60.32,0,1,0,0,1,0,1,0,0,0,1,0
89.37,17.39,3.99,0.67,51.83,1,0,0,0,1,0,1,0,0,0,0,1
22.76,15.31,3.51,1.04,176.27,0,0,1,0,1,0,0,1,0,0,0,1
56.1,12.07,0.94,2.06,169.55,0,0,1,0,0,1,0,1,0,0,1,0
62.52,17.6,1.69,0.83,247.82,0,0,1,0,1,0,1,0,0,0,0,1
36.6,16.72,3.32,0.02,33.15,1,0,0,1,0,0,0,0,1,1,0,0
81.66,20.81,0.7,2.18,107.1,0,1,0,0,0,1,1,0,0,0,0,1
102.42,13.62,1.56,0.15,298.03,1,0,0,1,0,0,0,0,1,0,0,1
95.51,17.9,3.14,1.11,236.0,1,0,0,1,0,0,0,1,0,0,1,0
87.96,19.94,3.67,3.75,216.75,0,0,1,0,1,0,1,0,0,0,1,0
82.83,17.67,2.18,1.5,263.4,0,0,1,0,1,0,0,1,0,0,0,1
61.92,18.19,2.33,2.09,280.74,0,1,0,1,0,0,1,0,0,1,0,0
106.71,21.65,2.59,3.83,8.29,1,0,0,0,1,0,0,1,0,0,1,0
60.57,21.34,3.03,3.96,136.93,1,0,0,0,0,1,0,1,0,0,0,1
58.98,18.05,3.13,1.36,23.95,0,0,1,0,1,0,0,1,0,0,0,1
104.94,21.96,2.07,2.88,236.67,0,0,1,0,0,1,1,0,0,0,0,1
24.45,13.73,2.43,2.75,125.73,1,0,0,1,0,0,0,1,0,1,0,0
106.49,14.89,3.07,3.94,293.77,1,0,0,0,0,1,0,0,1,0,1,0
91.26,14.59,3.86,1.2,281.91,1,0,0,0,1,0,0,0,1,1,0,0
45.13,12.0,2.22,1.25,277.3,1,0,0,1,0,0,0,1,0,0,1,0
102.99,12.03,3.05,2.62,206.59,0,1,0,0,0,1,1,0,0,0,0,1
38.39,15.0,2.15,0.96,71.48,1,0,0,0,1,0,0,0,1,0,1,0
56.02,21.13,0.43,1.17,265.6,0,0,1,0,1,0,0,0,1,0,0,1
30.74,17.36,1.95,1.27,169.71,1,0,0,0,0,1,0,0,1,0,0,1
89.34,18.28,0.08,1.78,164.44,0,1,0,0,0,1,0,0,1,0,1,0
67.35,18.16,2.89,2.27,73.57,0,0,1,0,0,1,0,0,1,1,0,0
69.53,19.4,0.89,2.7,256.42,0,0,1,1,0,0,0,0,1,0,0,1
71.99,18.61,1.97,1.86,91.6,0,0,1,0,0,1,1,0,0,1,0,0
63.37,19.69,2.26,2.51,159.07,0,0,1,0,0,1,0,1,0,0,1,0
26.67,12.15,0.19,1.33,140.61,0,1,0,0,0,1,0,0,1,1,0,0
69.21,19.46,2.5,1.9,118.42,0,1,0,0,1,0,1,0,0,0,0,1
92.42,19.98,3.36,3.68,294.31,1,0,0,0,1,0,0,0,1,0,0,1
92.53,15.52,1.01,0.14,187.72,0,1,0,1,0,0,1,0,0,0,1,0
46.45,15.21,0.72,1.85,134.77,0,0,1,0,1,0,0,0,1,1,0,0
20.83,21.8,0.57,1.68,129.56,1,0,0,0,1,0,0,0,1,0,0,1
93.24,21.24,2.09,3.1,47.27,0,1,0,1,0,0,1,0,0,0,1,0
60.4,14.25,3.03,1.15,277.74,0,1,0,0,1,0,0,0,1,1,0,0
111.05,21.79,1.37,1.09,296.45,0,0,1,0,0,1,0,1,0,0,0,1
68.2,16.19,3.2,3.83,85.72,0,1,0,0,0,1,0,1,0,0,0,1
69.68,19.58,1.25,0.3,45.98,0,0,1,0,0,1,0,0,1,0,0,1
30.17,16.09,0.22,2.85,102.98,0,1,0,0,0,1,0,0,1,0,0,1
39.51,14.94,0.57,2.08,173.71,1,0,0,1,0,0,0,1,0,0,1,0
71.12,17.26,3.13,1.77,52.14,1,0,0,1,0,0,0,1,0,1,0,0
37.8,18.52,3.46,3.42,232.37,0,0,1,1,0,0,0,0,1,0,1,0
82.68,15.23,2.5,3.74,121.54,0,0,1,0,1,0,0,1,0,0,1,0
52.79,16.21,2.04,1.66,157.98,1,0,0,0,1,0,0,1,0,1,0,0
58.41,12.93,0.72,0.6,96.77,1,0,0,0,0,1,0,1,0,1,0,0
36.56,13.5,3.78,2.2,197.13,0,0,1,0,0,1,1,0,0,1,0,0
41.92,15.34,2.99,1.5,264.94,0,0,1,0,0,1,1,0,0,1,0,0
20.21,13.68,0.02,3.74,225.66,1,0,0,0,0,1,0,1,0,0,0,1
83.77,19.99,3.39,3.38,192.86,1,0,0,0,1,0,0,1,0,0,1,0
111.96,21.52,2.03,2.54,227.54,0,0,1,0,0,1,0,1,0,1,0,0
38.48,18.36,3.27,2.63,55.38,1,0,0,1,0,0,1,0,0,0,1,0
49.01,15.85,0.94,1.65,265.28,0,1,0,0,0,1,0,1,0,0,1,0
71.35,19.93,0.24,0.48,79.64,0,1,0,0,0,1,1,0,0,0,1,0
92.63,12.92,2.22,1.81,241.75,0,1,0,0,0,1,0,1,0,0,0,1
103.65,17.12,0.57,3.65,12.08,0,0,1,0,0,1,0,1,0,1,0,0
116.68,12.21,2.42,3.37,200.36,0,1,0,1,0,0,1,0,0,0,1,0
30.63,18.35,1.89,1.12,169.4,0,0,1,0,1,0,0,1,0,0,1,0
98.81,17.94,2.42,2.62,121.35,1,0,0,0,0,1,0,1,0,0,1,0
88.37,14.72,1.97,0.42,74.71,0,0,1,1,0,0,0,0,1,0,1,0
95.06,12.8,0.58,1.07,120.76,1,0,0,0,0,1,0,1,0,0,1,0
88.74,16.54,3.7,3.15,189.39,1,0,0,0,1,0,0,0,1,0,1,0
42.22,13.81,0.33,2.56,276.88,0,1,0,1,0,0,0,0,1,0,1,0
91.28,16.72,0.8,0.53,24.12,0,1,0,0,1,0,1,0,0,1,0,0
77.43,16.84,2.17,1.11,299.19,0,1,0,0,0,1,1,0,0,0,0,1
20.6,16.42,3.48,0.28,61.78,1,0,0,0,1,0,0,1,0,0,1,0
117.07,18.13,1.3,0.9,248.71,0,1,0,1,0,0,0,1,0,0,0,1
48.52,12.26,0.74,0.37,45.54,1,0,0,1,0,0,1,0,0,0,1,0
119.24,18.39,2.51,2.57,233.31,1,0,0,0,1,0,0,1,0,0,1,0
56.36,14.19,3.9,3.47,156.47,0,0,1,0,1,0,0,1,0,1,0,0
84.73,19.89,0.26,0.38,205.12,0,0,1,0,0,1,1,0,0,0,0,1
35.23,19.13,3.74,3.36,283.77,1,0,0,0,0,1,1,0,0,0,0,1
97.95,13.63,1.14,3.01,197.95,0,1,0,0,0,1,0,0,1,1,0,0
99.38,13.02,0.49,0.25,235.38,0,1,0,0,1,0,0,1,0,1,0,0
40.95,15.7,1.07,3.75,196.17,1,0,0,1,0,0,0,1,0,0,0,1
99.55,16.92,1.33,0.9,174.91,1,0,0,0,1,0,1,0,0,1,0,0
33.85,13.33,2.55,3.05,201.83,0,1,0,1,0,0,0,0,1,0,1,0
106.27,19.03,2.31,0.85,288.82,1,0,0,0,0,1,0,0,1,0,0,1
70.34,19.42,2.82,0.05,11.26,0,1,0,0,0,1,0,1,0,0,0,1
60.86,20.77,0.76,2.84,237.88,1,0,0,1,0,0,0,1,0,0,0,1
91.18,20.51,3.71,2.55,239.14,1,0,0,0,1,0,0,1,0,0,1,0
24.77,15.01,1.68,3.18,139.85,0,1,0,0,0,1,1,0,0,0,0,1
76.32,12.44,3.43,2.24,212.37,0,1,0,1,0,0,1,0,0,0,1,0
85.39,17.4,0.59,1.57,267.97,1,0,0,1,0,0,0,0,1,0,1,0
38.72,20.62,1.05,1.08,287.77,0,0,1,0,0,1,0,1,0,1,0,0
56.86,17.57,3.36,3.37,272.69,0,0,1,0,1,0,0,0,1,0,1,0
115.91,18.68,1.97,2.67,120.4,1,0,0,0,1,0,0,0,1,1,0,0
73.73,20.83,2.86,2.43,296.82,1,0,0,0,1,0,0,0,1,1,0,0
60.33,19.14,0.96,0.44,6.42,1,0,0,1,0,0,1,0,0,0,0,1
53.37,16.31,1.77,1.48,19.49,0,0,1,1,0,0,0,0,1,0,1,0
